# MSD for model_a_600K from trajectories/model_a_ramp_600K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
7.100000,2706.918283,2706.744785,0.173498,117,4
7.125000,2727.034060,2726.882753,0.151307,116,4
7.150000,2747.241470,2747.109069,0.132401,115,4
7.175000,2767.546988,2767.421706,0.125282,114,4
7.200000,2787.950296,2787.818966,0.131330,113,4
7.225000,2808.431725,2808.284993,0.146732,112,4
7.250000,2828.967823,2828.803686,0.164137,111,4
7.275000,2849.573762,2849.398162,0.175600,110,4
7.300000,2870.257575,2870.080122,0.177453,109,4
7.325000,2890.999861,2890.829964,0.169897,108,4
7.350000,2911.759943,2911.604979,0.154964,107,4
7.375000,2932.538370,2932.399196,0.139174,106,4
7.400000,2953.365501,2953.234783,0.130719,105,4
7.425000,2974.289726,2974.156431,0.133295,104,4
7.450000,2995.308939,2995.164462,0.144477,103,4
7.475000,3016.390465,3016.232865,0.157600,102,4
7.500000,3037.523637,3037.357938,0.165699,101,4
7.525000,3058.711688,3058.548185,0.163503,100,4
7.550000,3079.946936,3079.795943,0.150993,99,4
7.575000,3101.245133,3101.111223,0.133909,98,4
7.600000,3122.624107,3122.502497,0.121610,97,4
7.625000,3144.071310,3143.950044,0.121266,96,4
7.650000,3165.579235,3165.448365,0.130870,95,4
7.675000,3187.126841,3186.981896,0.144945,94,4
7.700000,3208.696868,3208.539623,0.157245,93,4
7.725000,3230.300858,3230.139506,0.161351,92,4
7.750000,3251.950897,3251.797664,0.153233,91,4
7.775000,3273.672336,3273.539027,0.133309,90,4
7.800000,3295.517794,3295.407082,0.110711,89,4
7.825000,3317.508696,3317.410601,0.098095,88,4
7.850000,3339.628062,3339.526336,0.101726,87,4
7.875000,3361.841981,3361.724670,0.117311,86,4
7.900000,3384.140792,3384.003547,0.137245,85,4
7.925000,3406.553647,3406.401885,0.151762,84,4
7.950000,3429.079344,3428.925988,0.153356,83,4
7.975000,3451.702080,3451.560834,0.141246,82,4
8.000000,3474.419888,3474.299885,0.120003,81,4
8.025000,3497.220443,3497.119234,0.101209,80,4
8.050000,3520.102202,3520.008102,0.094100,79,4
8.075000,3543.073632,3542.972632,0.101001,78,4
8.100000,3566.119998,3566.002486,0.117512,77,4
8.125000,3589.258161,3589.123252,0.134909,76,4
8.150000,3612.495813,3612.351887,0.143926,75,4
8.175000,3635.820828,3635.680156,0.140673,74,4
8.200000,3659.173806,3659.048400,0.125406,73,4
8.225000,3682.512334,3682.407673,0.104662,72,4
8.250000,3705.824261,3705.735049,0.089212,71,4
8.275000,3729.153835,3729.069599,0.084236,70,4
8.300000,3752.566457,3752.475720,0.090737,69,4
8.325000,3776.052804,3775.947960,0.104844,68,4
8.350000,3799.615296,3799.496700,0.118596,67,4
8.375000,3823.254697,3823.128844,0.125853,66,4
8.400000,3846.907468,3846.782414,0.125054,65,4
8.425000,3870.544289,3870.427016,0.117273,64,4
8.450000,3894.185687,3894.078732,0.106955,63,4
8.475000,3917.879096,3917.779538,0.099559,62,4
8.500000,3941.706388,3941.607121,0.099266,61,4
8.525000,3965.719476,3965.613055,0.106421,60,4
8.550000,3989.897111,3989.781165,0.115946,59,4
8.575000,4014.205687,4014.083874,0.121813,58,4
8.600000,4038.573038,4038.451740,0.121298,57,4
